PMID,QID,Question,Type,Category,Answer
37674678,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
37674678,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
37701387,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
37701387,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37701387,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37701387,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
37701387,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,30
37701387,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available
37701387,7,From what years were the sequenced samples obtained?,List,Demographics,2020-2021
37701387,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
37701387,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not available
37701387,10,What method was used for sequencing?,List,Technical,Not available
37701387,11,What type of samples were sequenced?,List,Technical,Not available
37701387,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
37701387,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
37701387,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
37701387,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available
37701387,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available
37716367,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37716367,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37716367,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Unknown
37716367,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Unknown
37716367,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Unknown
37716367,6,From which countries were the sequenced samples obtained?,List,Demographics,South Africa
37716367,7,From what years were the sequenced samples obtained?,List,Demographics,Unknown
37716367,8,Were samples cloned prior to sequencing?,Boolean,Technical,Unknown
37716367,9,Which HIV genes were reported to have been sequenced?,List,Technical,Unknown
37716367,10,What method was used for sequencing?,List,Technical,Unknown
37716367,11,What type of samples were sequenced?,List,Technical,Unknown
37716367,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Unknown
37716367,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Unknown
37716367,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Unknown
37716367,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NRTIs and NNRTIs
37716367,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Unknown
37755428,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37755428,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37755428,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37755428,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37755428,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,143
37755428,6,From which countries were the sequenced samples obtained?,List,Demographics,Haiti
37755428,7,From what years were the sequenced samples obtained?,List,Demographics,2020-2021
37755428,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
37755428,9,Which HIV genes were reported to have been sequenced?,List,Technical,Protease/reverse transcriptase (PR/RT) and integrase regions
37755428,10,What method was used for sequencing?,List,Technical,Sanger-based method
37755428,11,What type of samples were sequenced?,List,Technical,Dried blood spot specimens
37755428,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
37755428,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
37755428,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
37755428,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Integrase strand transfer inhibitors (INSTIs)
37755428,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Dolutegravir, tenofovir, and lamivudine"
37775947,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37775947,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37775947,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Unknown
37775947,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37775947,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1819
37775947,6,From which countries were the sequenced samples obtained?,List,Demographics,Not specified
37775947,7,From what years were the sequenced samples obtained?,List,Demographics,2009-2013
37775947,8,Were samples cloned prior to sequencing?,Boolean,Technical,Unknown
37775947,9,Which HIV genes were reported to have been sequenced?,List,Technical,pol
37775947,10,What method was used for sequencing?,List,Technical,Next-generation sequencing (NGS)
37775947,11,What type of samples were sequenced?,List,Technical,Plasma
37775947,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Unknown
37775947,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
37775947,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
37775947,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Antiretroviral drugs
37775947,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Tenofovir/emtricitabine (FTC) and efavirenz
37817087,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37817087,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37817087,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37817087,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
37817087,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"4559 (PR and RT sequences), 3097 (PR, RT, and IN sequences)"
37817087,6,From which countries were the sequenced samples obtained?,List,Demographics,Germany
37817087,7,From what years were the sequenced samples obtained?,List,Demographics,2017-2020
37817087,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
37817087,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Protease (PR), reverse transcriptase (RT), and integrase (IN)"
37817087,10,What method was used for sequencing?,List,Technical,Illumina NGS method (MiSeq)
37817087,11,What type of samples were sequenced?,List,Technical,"Serum, plasma, or spot elution samples"
37817087,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
37817087,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
37817087,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
37817087,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available
37817087,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available
37823653,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37823653,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
37823653,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
